timestamp,price,signal,signal_text,confidence,trend
2026-08-01T03:08:41.699921+03:30,18665400.0,WAIT,,0,صعودی
2026-08-01T11:26:24.474869+03:30,18813900.0,WAIT,,0,صعودی
2026-08-01T14:32:33.790769+03:30,18807900.0,WAIT,,0,صعودی
2026-08-01T15:19:14.251202+03:30,18833500.0,WAIT,,0,صعودی
2026-08-01T19:13:08.384364+03:30,18737900.0,WAIT,,0,صعودی
2026-08-01T23:44:00.210467+03:30,18698000.0,WAIT,,0,صعودی
2026-08-02T11:26:03.121503+03:30,18698000.0,WAIT,,0,صعودی
2026-08-02T14:48:16.062707+03:30,18309900.0,WAIT,,0,صعودی
2026-08-02T15:16:11.666677+03:30,18334900.0,WAIT,,0,صعودی
2026-08-02T19:17:46.589745+03:30,18340200.0,WAIT,,0,صعودی
2026-08-02T23:46:03.485271+03:30,18330500.0,WAIT,,0,صعودی
2026-08-03T16:11:02.968853+03:30,18370000.0,WAIT,,0,صعودی
2026-08-04T00:11:43.919606+03:30,18382400.0,WAIT,,0,صعودی
2026-08-04T13:46:29.540138+03:30,18382400.0,WAIT,,0,صعودی
2026-08-04T21:45:12.926996+03:30,18382400.0,WAIT,,0,صعودی
2026-08-05T13:42:17.280831+03:30,18490900.0,WAIT,,0,صعودی
2026-08-05T20:43:28.273570+03:30,18561600.0,WAIT,,0,صعودی
2026-08-06T03:01:33.610672+03:30,18561600.0,WAIT,,0,صعودی
2026-08-06T13:45:34.861262+03:30,18635900.0,WAIT,,0,صعودی
2026-08-07T08:05:13.292269+03:30,18578200.0,WAIT,,0,صعودی
2026-08-07T14:08:57.997157+03:30,18578200.0,WAIT,,0,صعودی
2026-08-07T18:42:26.291195+03:30,18578200.0,WAIT,,0,صعودی
2026-08-07T22:02:52.548583+03:30,18578200.0,WAIT,,0,صعودی
2026-08-08T01:36:52.721311+03:30,18578200.0,WAIT,,0,صعودی
2026-08-08T07:48:43.549639+03:30,18578200.0,WAIT,,0,صعودی
2026-08-08T13:31:17.502243+03:30,19021400.0,WAIT,,0,صعودی
2026-08-08T17:36:50.560829+03:30,18899300.0,WAIT,,0,صعودی
2026-08-08T20:47:34.328455+03:30,18814600.0,WAIT,,0,صعودی
2026-08-09T00:35:38.509019+03:30,18814600.0,WAIT,,0,صعودی
2026-08-09T08:17:06.932584+03:30,18814600.0,WAIT,,0,صعودی
2026-08-09T13:34:45.501681+03:30,18832300.0,WAIT,,0,صعودی
2026-08-09T17:37:49.582775+03:30,18818500.0,WAIT,,0,صعودی
2026-08-09T21:19:08.272218+03:30,18801600.0,WAIT,,0,صعودی
2026-08-10T00:48:34.293400+03:30,18801600.0,WAIT,,0,صعودی
2026-08-10T08:41:10.450811+03:30,18801600.0,WAIT,,0,صعودی
2026-08-10T15:02:02.661294+03:30,18813900.0,WAIT,,0,صعودی
2026-08-10T19:02:31.389633+03:30,18785500.0,WAIT,,0,صعودی
2026-08-10T22:07:09.515767+03:30,18809300.0,WAIT,,0,صعودی
2026-08-11T01:39:02.603978+03:30,18809300.0,WAIT,,0,صعودی
2026-08-11T08:20:57.661428+03:30,18809300.0,WAIT,,0,صعودی
2026-08-11T14:08:18.830557+03:30,19087200.0,WAIT,,0,صعودی
2026-08-11T19:00:47.121302+03:30,19102000.0,WAIT,,0,صعودی
2026-08-11T23:17:59.994932+03:30,19205600.0,WAIT,,0,صعودی
2026-08-12T01:54:14.877435+03:30,19205600.0,WAIT,,0,صعودی
2026-08-12T09:16:24.173429+03:30,19205600.0,WAIT,,0,صعودی
2026-08-12T14:42:28.948277+03:30,19205600.0,WAIT,,0,صعودی
2026-08-12T19:00:28.829183+03:30,19205600.0,WAIT,,0,صعودی
2026-08-12T23:21:23.543657+03:30,19205600.0,WAIT,,0,صعودی
2026-08-13T01:54:14.270584+03:30,19205600.0,WAIT,,0,صعودی
2026-08-13T09:21:08.765687+03:30,19205600.0,WAIT,,0,صعودی
2026-08-13T14:43:19.398063+03:30,19205600.0,WAIT,,0,صعودی
2026-08-13T19:02:07.541406+03:30,19205600.0,WAIT,,0,صعودی
2026-08-13T23:13:27.015960+03:30,19205600.0,WAIT,,0,صعودی
2026-08-14T01:54:01.448191+03:30,19205600.0,WAIT,,0,صعودی
